Field Location,Station ID,NWS Network,NWS Station,Date_key,Month,Day,Year,Time,Temperature [C],Dew Point [C],Relative Humidity [%],Solar Radiation [W/m2],Rainfall [mm],Wind Speed [m/s],Wind Direction [degrees],Wind Gust [m/s],Soil Temperature [C],Soil Moisture [%VWC],Soil EC [mS/cm],UV Light [uM/m2s],PAR [uM/m2s],CO2 [ppm]
MOH1,8645,MO_ASOS,COU,6/2/2020 0:00,6,2,2020,0:00,,,,,,3.59857,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 0:10,6,2,2020,0:10,,,,,,4.112651,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 0:15,6,2,2020,0:15,,,,,,4.112651,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 0:20,6,2,2020,0:20,,,,,,4.112651,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 0:25,6,2,2020,0:25,,,,,,4.626732,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 0:30,6,2,2020,0:30,,,,,,4.626732,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 0:35,6,2,2020,0:35,,,,,,3.59857,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 0:40,6,2,2020,0:40,,,,,,3.59857,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 0:45,6,2,2020,0:45,,,,,,4.626732,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 0:05,6,2,2020,0:05,,,,,,4.626732,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 0:50,6,2,2020,0:50,,,,,,4.112651,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 0:54,6,2,2020,0:54,25.61,16.11,55.71,,0,3.59857,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 0:55,6,2,2020,0:55,,,,,,3.59857,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 10:00,6,2,2020,10:00,,,,,,3.59857,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 10:10,6,2,2020,10:10,,,,,,3.59857,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 10:15,6,2,2020,10:15,,,,,,3.59857,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 10:20,6,2,2020,10:20,,,,,,4.112651,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 10:25,6,2,2020,10:25,,,,,,3.59857,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 10:30,6,2,2020,10:30,,,,,,4.112651,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 10:35,6,2,2020,10:35,,,,,,4.112651,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 10:40,6,2,2020,10:40,,,,,,4.112651,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 10:05,6,2,2020,10:05,,,,,,3.59857,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 10:50,6,2,2020,10:50,,,,,,4.626732,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 10:54,6,2,2020,10:54,18.28,15.61,84.44,,0,4.626732,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 10:55,6,2,2020,10:55,,,,,,4.626732,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 11:00,6,2,2020,11:00,,,,,,4.112651,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 11:10,6,2,2020,11:10,,,,,,4.112651,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 11:15,6,2,2020,11:15,,,,,,3.59857,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 11:20,6,2,2020,11:20,,,,,,4.112651,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 11:25,6,2,2020,11:25,,,,,,3.59857,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 11:30,6,2,2020,11:30,,,,,,3.59857,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 11:35,6,2,2020,11:35,,,,,,2.570407,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 11:40,6,2,2020,11:40,,,,,,2.570407,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 11:45,6,2,2020,11:45,,,,,,2.570407,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 11:05,6,2,2020,11:05,,,,,,4.626732,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 11:50,6,2,2020,11:50,,,,,,2.570407,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 11:54,6,2,2020,11:54,20,16.11,78.3,,0,3.59857,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 11:55,6,2,2020,11:55,,,,,,3.59857,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 12:00,6,2,2020,12:00,,,,,,3.59857,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 12:15,6,2,2020,12:15,,,,,,4.112651,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 12:20,6,2,2020,12:20,,,,,,4.626732,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 12:25,6,2,2020,12:25,,,,,,4.626732,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 12:30,6,2,2020,12:30,,,,,,5.140814,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 12:35,6,2,2020,12:35,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 12:40,6,2,2020,12:40,,,,,,6.683058,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 12:45,6,2,2020,12:45,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 12:05,6,2,2020,12:05,,,,,,3.59857,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 12:50,6,2,2020,12:50,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 12:54,6,2,2020,12:54,21.72,16.11,70.42,,0,6.168976,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 12:55,6,2,2020,12:55,,,,,,5.654895,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 13:00,6,2,2020,13:00,,,,,,5.140814,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 13:10,6,2,2020,13:10,,,,,,5.654895,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 13:15,6,2,2020,13:15,,,,,,5.140814,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 13:20,6,2,2020,13:20,,,,,,4.626732,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 13:25,6,2,2020,13:25,,,,,,5.140814,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 13:40,6,2,2020,13:40,,,,,,5.140814,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 13:45,6,2,2020,13:45,,,,,,4.626732,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 13:05,6,2,2020,13:05,,,,,,5.140814,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 13:50,6,2,2020,13:50,,,,,,5.140814,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 13:54,6,2,2020,13:54,23.28,17.22,68.76,,0,6.168976,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 13:55,6,2,2020,13:55,,,,,,5.654895,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 14:00,6,2,2020,14:00,,,,,,5.140814,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 14:10,6,2,2020,14:10,,,,,,5.654895,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 14:15,6,2,2020,14:15,,,,,,6.683058,,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 14:20,6,2,2020,14:20,,,,,,7.197139,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 14:25,6,2,2020,14:25,,,,,,5.654895,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 14:30,6,2,2020,14:30,,,,,,7.197139,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 14:35,6,2,2020,14:35,,,,,,6.683058,,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 14:40,6,2,2020,14:40,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 14:45,6,2,2020,14:45,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 14:05,6,2,2020,14:05,,,,,,5.654895,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 14:50,6,2,2020,14:50,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 14:54,6,2,2020,14:54,25,17.78,64.21,,0,5.140814,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 14:55,6,2,2020,14:55,,,,,,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 15:00,6,2,2020,15:00,,,,,,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 15:10,6,2,2020,15:10,,,,,,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 15:15,6,2,2020,15:15,,,,,,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 15:20,6,2,2020,15:20,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 15:25,6,2,2020,15:25,,,,,,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 15:30,6,2,2020,15:30,,,,,,6.683058,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 15:35,6,2,2020,15:35,,,,,,5.654895,220,8.739383,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 15:40,6,2,2020,15:40,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 15:45,6,2,2020,15:45,,,,,,6.683058,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 15:05,6,2,2020,15:05,,,,,,4.112651,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 15:50,6,2,2020,15:50,,,,,,5.654895,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 15:54,6,2,2020,15:54,26.72,17.22,55.98,,0,5.140814,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 15:55,6,2,2020,15:55,,,,,,4.112651,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 16:00,6,2,2020,16:00,,,,,,7.71122,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 16:10,6,2,2020,16:10,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 16:15,6,2,2020,16:15,,,,,,4.626732,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 16:20,6,2,2020,16:20,,,,,,5.654895,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 16:25,6,2,2020,16:25,,,,,,5.140814,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 16:30,6,2,2020,16:30,,,,,,5.654895,240,9.767546,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 16:35,6,2,2020,16:35,,,,,,7.197139,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 16:40,6,2,2020,16:40,,,,,,5.654895,240,8.739383,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 16:45,6,2,2020,16:45,,,,,,5.654895,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 16:05,6,2,2020,16:05,,,,,,5.654895,230,8.739383,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 16:50,6,2,2020,16:50,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 16:54,6,2,2020,16:54,27.78,17.78,54.5,,0,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 16:55,6,2,2020,16:55,,,,,,5.140814,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 17:00,6,2,2020,17:00,,,,,,6.683058,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 17:10,6,2,2020,17:10,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 17:15,6,2,2020,17:15,,,,,,5.654895,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 17:20,6,2,2020,17:20,,,,,,5.654895,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 17:25,6,2,2020,17:25,,,,,,6.683058,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 17:30,6,2,2020,17:30,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 17:35,6,2,2020,17:35,,,,,,6.683058,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 17:40,6,2,2020,17:40,,,,,,6.683058,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 17:45,6,2,2020,17:45,,,,,,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 17:05,6,2,2020,17:05,,,,,,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 17:54,6,2,2020,17:54,28.28,17.22,51.1,,0,6.168976,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 17:55,6,2,2020,17:55,,,,,,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 18:00,6,2,2020,18:00,,,,,,5.654895,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 18:10,6,2,2020,18:10,,,,,,4.626732,230,7.197139,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 18:15,6,2,2020,18:15,,,,,,5.654895,250,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 18:25,6,2,2020,18:25,,,,,,4.626732,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 18:30,6,2,2020,18:30,,,,,,5.140814,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 18:35,6,2,2020,18:35,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 18:40,6,2,2020,18:40,,,,,,4.626732,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 18:45,6,2,2020,18:45,,,,,,5.654895,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 18:05,6,2,2020,18:05,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 18:50,6,2,2020,18:50,,,,,,7.71122,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 18:54,6,2,2020,18:54,28.89,17.78,51.08,,0,5.654895,210,9.767546,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 18:55,6,2,2020,18:55,,,,,,6.683058,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 19:00,6,2,2020,19:00,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 19:10,6,2,2020,19:10,,,,,,6.683058,230,9.253464,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 19:15,6,2,2020,19:15,,,,,,5.140814,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 19:20,6,2,2020,19:20,,,,,,6.683058,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 19:25,6,2,2020,19:25,,,,,,7.71122,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 19:30,6,2,2020,19:30,,,,,,7.197139,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 19:35,6,2,2020,19:35,,,,,,6.683058,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 19:40,6,2,2020,19:40,,,,,,5.654895,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 19:45,6,2,2020,19:45,,,,,,5.654895,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 19:05,6,2,2020,19:05,,,,,,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 19:50,6,2,2020,19:50,,,,,,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 19:54,6,2,2020,19:54,28.89,17.78,51.08,,0,4.626732,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 19:55,6,2,2020,19:55,,,,,,4.626732,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 1:00,6,2,2020,1:00,,,,,,3.59857,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 1:10,6,2,2020,1:10,,,,,,4.112651,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 1:15,6,2,2020,1:15,,,,,,2.570407,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 1:20,6,2,2020,1:20,,,,,,2.570407,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 1:25,6,2,2020,1:25,,,,,,2.570407,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 1:30,6,2,2020,1:30,,,,,,2.570407,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 1:35,6,2,2020,1:35,,,,,,2.570407,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 1:40,6,2,2020,1:40,,,,,,2.570407,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 1:45,6,2,2020,1:45,,,,,,2.056325,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 1:05,6,2,2020,1:05,,,,,,3.59857,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 1:50,6,2,2020,1:50,,,,,,2.570407,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 1:54,6,2,2020,1:54,23.28,16.11,64.07,,0,2.056325,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 1:55,6,2,2020,1:55,,,,,,2.056325,180,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 20:00,6,2,2020,20:00,,,,,,5.140814,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 20:10,6,2,2020,20:10,,,,,,5.140814,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 20:15,6,2,2020,20:15,,,,,,5.654895,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 20:20,6,2,2020,20:20,,,,,,5.654895,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 20:25,6,2,2020,20:25,,,,,,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 20:30,6,2,2020,20:30,,,,,,3.59857,250,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 20:35,6,2,2020,20:35,,,,,,4.626732,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 20:40,6,2,2020,20:40,,,,,,4.626732,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 20:45,6,2,2020,20:45,,,,,,5.140814,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 20:05,6,2,2020,20:05,,,,,,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 20:50,6,2,2020,20:50,,,,,,4.626732,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 20:54,6,2,2020,20:54,28.28,17.78,52.93,,0,5.654895,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 20:55,6,2,2020,20:55,,,,,,5.140814,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 21:00,6,2,2020,21:00,,,,,,4.626732,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 21:10,6,2,2020,21:10,,,,,,3.59857,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 21:15,6,2,2020,21:15,,,,,,3.59857,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 21:20,6,2,2020,21:20,,,,,,4.626732,230,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 21:25,6,2,2020,21:25,,,,,,6.683058,,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 21:30,6,2,2020,21:30,,,,,,5.140814,220,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 21:35,6,2,2020,21:35,,,,,,7.197139,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 21:40,6,2,2020,21:40,,,,,,6.683058,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 21:45,6,2,2020,21:45,,,,,,5.140814,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 21:05,6,2,2020,21:05,,,,,,4.112651,240,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 21:50,6,2,2020,21:50,,,,,,6.683058,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 21:54,6,2,2020,21:54,30,17.78,47.91,,0,5.654895,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 21:55,6,2,2020,21:55,,,,,,5.654895,200,8.739383,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 22:00,6,2,2020,22:00,,,,,,6.683058,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 22:15,6,2,2020,22:15,,,,,,7.197139,,9.767546,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 22:20,6,2,2020,22:20,,,,,,5.654895,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 22:25,6,2,2020,22:25,,,,,,4.112651,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 22:30,6,2,2020,22:30,,,,,,5.654895,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 22:35,6,2,2020,22:35,,,,,,5.654895,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 22:40,6,2,2020,22:40,,,,,,6.683058,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 22:45,6,2,2020,22:45,,,,,,5.654895,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 22:05,6,2,2020,22:05,,,,,,5.140814,200,7.71122,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 22:50,6,2,2020,22:50,,,,,,5.654895,200,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 22:54,6,2,2020,22:54,29.39,17.78,49.62,,0,5.140814,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 22:55,6,2,2020,22:55,,,,,,4.626732,210,7.197139,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 23:00,6,2,2020,23:00,,,,,,5.654895,190,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 23:10,6,2,2020,23:10,,,,,,6.683058,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 23:15,6,2,2020,23:15,,,,,,5.654895,210,,,,,,,
MOH1,8645,MO_ASOS,COU,6/2/2020 23:20,6,2,2020,23:20,,,,,,5.654895,200,,,,,,,
